Year,country_name,cn,Regime,Regime Type,Phi0,Phi1,current_phi,Country,adv,emg,lid,g7,g20,adv_g20,emg_g20,ea,emg_mi_asia,emg_mi_europe,emg_mi_lam,emg_mi_n_africa,emg_mi_africa,lidc_asis,lidc_lam,lidc_sub_africa,lidc,lidc_oil,oil
2018,new zealand,196,1,Stationary,-0.532208568,-0.103912514,-0.103912514,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,new zealand,196,1,Stationary,-0.532208568,-0.103912514,-0.103912514,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,new zealand,196,0,Stationary,-0.532208568,-0.103912514,-0.532208568,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,new zealand,196,0,Stationary,-0.532208568,-0.103912514,-0.532208568,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,new zealand,196,0,Stationary,-0.532208568,-0.103912514,-0.532208568,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,new zealand,196,0,Stationary,-0.532208568,-0.103912514,-0.532208568,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,new zealand,196,0,Stationary,-0.532208568,-0.103912514,-0.532208568,New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1976,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1977,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1978,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1979,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1980,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1982,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1983,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1986,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1988,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1994,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,norway,142,1,Stationary,-0.004001469,-0.170823675,-0.170823675,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,norway,142,0,Unit root,-0.004001469,-0.170823675,-0.004001469,Norway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,paraguay,288,0,Unit root,-0.745996608,-0.6812391,-0.745996608,Paraguay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,paraguay,288,0,Unit root,-0.745996608,-0.6812391,-0.745996608,Paraguay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,paraguay,288,0,Unit root,-0.745996608,-0.6812391,-0.745996608,Paraguay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,paraguay,288,0,Unit root,-0.745996608,-0.6812391,-0.745996608,Paraguay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,paraguay,288,0,Unit root,-0.745996608,-0.6812391,-0.745996608,Paraguay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,paraguay,288,0,Unit root,-0.745996608,-0.6812391,-0.745996608,Paraguay,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
