date,ccode,cn,country,pct_cab,source,quarter,year,month,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start
7/1/2012,IND,534,India,-4.340608,1,2012q3,2012,630,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2012,IND,534,India,-6.331948,1,2012q4,2012,633,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2013,IND,534,India,-4.448689,1,2013q1,2013,636,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2013,IND,534,India,-4.847015,1,2013q2,2013,639,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2013,IND,534,India,-0.7839287,1,2013q3,2013,642,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2013,IND,534,India,-0.395775,1,2013q4,2013,645,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2014,IND,534,India,-0.8644267,1,2014q1,2014,648,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2014,IND,534,India,-1.619634,1,2014q2,2014,651,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2014,IND,534,India,-1.92976,1,2014q3,2014,654,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2014,IND,534,India,-1.09675,1,2014q4,2014,657,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2015,IND,534,India,-0.6553834,1,2015q1,2015,660,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2015,IND,534,India,-1.182813,1,2015q2,2015,663,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2015,IND,534,India,-1.529116,1,2015q3,2015,666,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2015,IND,534,India,-0.9835201,1,2015q4,2015,669,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2016,IND,534,India,-0.5765054,1,2016q1,2016,672,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2016,IND,534,India,0.03220062,1,2016q2,2016,675,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2016,IND,534,India,-0.4312783,1,2016q3,2016,678,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2016,IND,534,India,-1.111514,1,2016q4,2016,681,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2017,IND,534,India,-1.054307,1,2017q1,2017,684,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2017,IND,534,India,-2.228873,1,2017q2,2017,687,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2017,IND,534,India,-0.896727,1,2017q3,2017,690,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2017,IND,534,India,-1.733917,1,2017q4,2017,693,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2018,IND,534,India,-2.505709,1,2018q1,2018,696,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2018,IND,534,India,-2.146115,1,2018q2,2018,699,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2018,IND,534,India,-2.720921,1,2018q3,2018,702,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2018,IND,534,India,-2.210397,1,2018q4,2018,705,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2019,IND,534,India,-1.418124,1,2019q1,2019,708,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2019,IND,534,India,-1.942134,1,2019q2,2019,711,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2019,IND,534,India,-0.906508,1,2019q3,2019,714,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2019,IND,534,India,0.04713983,1,2019q4,2019,717,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2020,IND,534,India,-0.6743955,1,2020q1,2020,720,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2020,IND,534,India,3.946893,1,2020q2,2020,723,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2020,IND,534,India,2.52266,1,2020q3,2020,726,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2020,IND,534,India,0.2117895,1,2020q4,2020,729,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2021,IND,534,India,-1.881471,1,2021q1,2021,732,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2021,IND,534,India,0.9323545,1,2021q2,2021,735,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2021,IND,534,India,-0.8955623,1,2021q3,2021,738,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2021,IND,534,India,-1.95878,1,2021q4,2021,741,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2022,IND,534,India,-2.606189,1,2022q1,2022,744,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2022,IND,534,India,-2.224937,1,2022q2,2022,747,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2022,IND,534,India,-3.167986,1,2022q3,2022,750,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2022,IND,534,India,-1.492418,1,2022q4,2022,753,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2023,IND,534,India,-1.193157,1,2023q1,2023,756,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2023,IND,534,India,-1.066854,1,2023q2,2023,759,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2023,IND,534,India,-0.6064329,1,2023q3,2023,762,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2023,IND,534,India,-0.7970935,1,2023q4,2023,765,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/2024,IND,534,India,-0.5256265,1,2024q1,2024,768,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4/1/2024,IND,534,India,-0.9218664,1,2024q2,2024,771,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7/1/2024,IND,534,India,-1.077712,1,2024q3,2024,774,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
10/1/2024,IND,534,India,-0.8972659,1,2024q4,2024,777,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1/1/1981,IDN,536,Indonesia,2.4732066,4,1981q1,1981,252,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1981,IDN,536,Indonesia,-1.0242643,4,1981q2,1981,255,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1981,IDN,536,Indonesia,-1.9427283,4,1981q3,1981,258,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1981,IDN,536,Indonesia,-1.8089639,4,1981q4,1981,261,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1982,IDN,536,Indonesia,-6.6123419,4,1982q1,1982,264,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1982,IDN,536,Indonesia,-3.6690135,4,1982q2,1982,267,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1982,IDN,536,Indonesia,-6.5137431,4,1982q3,1982,270,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1982,IDN,536,Indonesia,-6.665729,4,1982q4,1982,273,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1983,IDN,536,Indonesia,-13.379239,4,1983q1,1983,276,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1983,IDN,536,Indonesia,-6.5515116,4,1983q2,1983,279,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1983,IDN,536,Indonesia,-5.607973,4,1983q3,1983,282,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1983,IDN,536,Indonesia,-5.2005682,4,1983q4,1983,285,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1984,IDN,536,Indonesia,-3.8651429,4,1984q1,1984,288,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1984,IDN,536,Indonesia,-0.35957505,4,1984q2,1984,291,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1984,IDN,536,Indonesia,-1.7199337,4,1984q3,1984,294,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1984,IDN,536,Indonesia,-3.0583305,4,1984q4,1984,297,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1985,IDN,536,Indonesia,-3.9302677,4,1985q1,1985,300,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1985,IDN,536,Indonesia,-2.3378029,4,1985q2,1985,303,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1985,IDN,536,Indonesia,-0.66209813,4,1985q3,1985,306,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1985,IDN,536,Indonesia,-2.1402435,4,1985q4,1985,309,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1986,IDN,536,Indonesia,-2.763721,4,1986q1,1986,312,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1986,IDN,536,Indonesia,-5.0301854,4,1986q2,1986,315,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1986,IDN,536,Indonesia,-8.1943065,4,1986q3,1986,318,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1986,IDN,536,Indonesia,-4.6775855,4,1986q4,1986,321,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1987,IDN,536,Indonesia,-3.5210829,4,1987q1,1987,324,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1987,IDN,536,Indonesia,-4.4639055,4,1987q2,1987,327,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1987,IDN,536,Indonesia,-2.9282995,4,1987q3,1987,330,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1987,IDN,536,Indonesia,-0.60372055,4,1987q4,1987,333,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1988,IDN,536,Indonesia,-0.29857566,4,1988q1,1988,336,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1988,IDN,536,Indonesia,-2.431784,4,1988q2,1988,339,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1988,IDN,536,Indonesia,-1.0446419,4,1988q3,1988,342,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1988,IDN,536,Indonesia,-2.8857732,4,1988q4,1988,345,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1989,IDN,536,Indonesia,-1.602393,4,1989q1,1989,348,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1989,IDN,536,Indonesia,-1.1943961,4,1989q2,1989,351,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1989,IDN,536,Indonesia,-1.2396546,4,1989q3,1989,354,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1989,IDN,536,Indonesia,-0.70682005,4,1989q4,1989,357,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1990,IDN,536,Indonesia,-2.6289444,4,1990q1,1990,360,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1990,IDN,536,Indonesia,-3.0888751,4,1990q2,1990,363,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1990,IDN,536,Indonesia,-4.4472218,4,1990q3,1990,366,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1990,IDN,536,Indonesia,-1.0378919,4,1990q4,1990,369,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1991,IDN,536,Indonesia,-4.2151701,4,1991q1,1991,372,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1991,IDN,536,Indonesia,-4.4178888,4,1991q2,1991,375,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1991,IDN,536,Indonesia,-3.0475121,4,1991q3,1991,378,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1991,IDN,536,Indonesia,-2.6166912,4,1991q4,1991,381,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1992,IDN,536,Indonesia,-3.3924263,4,1992q1,1992,384,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1992,IDN,536,Indonesia,-2.916196,4,1992q2,1992,387,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1992,IDN,536,Indonesia,-2.2978676,4,1992q3,1992,390,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1992,IDN,536,Indonesia,0.07897022,4,1992q4,1992,393,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1993,IDN,536,Indonesia,-1.6874544,4,1993q1,1993,396,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1993,IDN,536,Indonesia,-0.80903629,4,1993q2,1993,399,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1993,IDN,536,Indonesia,-1.0153784,4,1993q3,1993,402,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1993,IDN,536,Indonesia,-2.1304592,4,1993q4,1993,405,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1994,IDN,536,Indonesia,-3.0790484,4,1994q1,1994,408,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1994,IDN,536,Indonesia,-1.4255226,4,1994q2,1994,411,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1994,IDN,536,Indonesia,-0.3746928,4,1994q3,1994,414,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1994,IDN,536,Indonesia,-1.8855516,4,1994q4,1994,417,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1995,IDN,536,Indonesia,-3.767205,4,1995q1,1995,420,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1995,IDN,536,Indonesia,-4.1769564,4,1995q2,1995,423,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1995,IDN,536,Indonesia,-3.3721078,4,1995q3,1995,426,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1995,IDN,536,Indonesia,-2.4429267,4,1995q4,1995,429,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1996,IDN,536,Indonesia,-3.984854,4,1996q1,1996,432,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1996,IDN,536,Indonesia,-4.8142448,4,1996q2,1996,435,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1996,IDN,536,Indonesia,-3.8127206,4,1996q3,1996,438,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1996,IDN,536,Indonesia,-1.7061032,4,1996q4,1996,441,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1997,IDN,536,Indonesia,-3.9056733,4,1997q1,1997,444,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1997,IDN,536,Indonesia,-1.9443927,4,1997q2,1997,447,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1997,IDN,536,Indonesia,-3.1403519,4,1997q3,1997,450,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1997,IDN,536,Indonesia,-0.59531787,4,1997q4,1997,453,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1998,IDN,536,Indonesia,4.743069,4,1998q1,1998,456,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1998,IDN,536,Indonesia,5.0492194,4,1998q2,1998,459,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1998,IDN,536,Indonesia,8.1629179,4,1998q3,1998,462,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1998,IDN,536,Indonesia,2.5006019,4,1998q4,1998,465,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/1999,IDN,536,Indonesia,5.2329738,4,1999q1,1999,468,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/1999,IDN,536,Indonesia,2.2090329,4,1999q2,1999,471,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/1999,IDN,536,Indonesia,5.9479691,4,1999q3,1999,474,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/1999,IDN,536,Indonesia,3.9528962,4,1999q4,1999,477,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2000,IDN,536,Indonesia,4.9825471,4,2000q1,2000,480,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2000,IDN,536,Indonesia,3.8506437,4,2000q2,2000,483,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2000,IDN,536,Indonesia,6.0178109,4,2000q3,2000,486,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2000,IDN,536,Indonesia,6.8947226,4,2000q4,2000,489,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2001,IDN,536,Indonesia,5.8456808,4,2001q1,2001,492,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2001,IDN,536,Indonesia,3.9936766,4,2001q2,2001,495,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2001,IDN,536,Indonesia,5.7274945,4,2001q3,2001,498,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2001,IDN,536,Indonesia,2.8739106,4,2001q4,2001,501,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2002,IDN,536,Indonesia,3.7739784,4,2002q1,2002,504,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2002,IDN,536,Indonesia,3.8281951,4,2002q2,2002,507,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2002,IDN,536,Indonesia,4.8767131,4,2002q3,2002,510,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2002,IDN,536,Indonesia,3.6348231,4,2002q4,2002,513,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2003,IDN,536,Indonesia,2.8272076,4,2003q1,2003,516,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2003,IDN,536,Indonesia,3.6450066,4,2003q2,2003,519,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2003,IDN,536,Indonesia,3.670349,4,2003q3,2003,522,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2003,IDN,536,Indonesia,4.0294342,4,2003q4,2003,525,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2004,IDN,536,Indonesia,-2.146881,1,2004q1,2004,528,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2004,IDN,536,Indonesia,0.8486375,1,2004q2,2004,531,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2004,IDN,536,Indonesia,2.171844,1,2004q3,2004,534,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2004,IDN,536,Indonesia,1.435411,1,2004q4,2004,537,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2005,IDN,536,Indonesia,0.560228,1,2005q1,2005,540,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2005,IDN,536,Indonesia,-0.02203443,1,2005q2,2005,543,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2005,IDN,536,Indonesia,-1.804588,1,2005q3,2005,546,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2005,IDN,536,Indonesia,1.851315,1,2005q4,2005,549,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2006,IDN,536,Indonesia,3.220182,1,2006q1,2006,552,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2006,IDN,536,Indonesia,1.635647,1,2006q2,2006,555,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2006,IDN,536,Indonesia,3.313709,1,2006q3,2006,558,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2006,IDN,536,Indonesia,2.278319,1,2006q4,2006,561,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2007,IDN,536,Indonesia,2.611087,1,2007q1,2007,564,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2007,IDN,536,Indonesia,1.9675,1,2007q2,2007,567,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2007,IDN,536,Indonesia,1.597732,1,2007q3,2007,570,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2007,IDN,536,Indonesia,2.568414,1,2007q4,2007,573,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2008,IDN,536,Indonesia,2.351596,1,2008q1,2008,576,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2008,IDN,536,Indonesia,-0.741959,1,2008q2,2008,579,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2008,IDN,536,Indonesia,-0.635837,1,2008q3,2008,582,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2008,IDN,536,Indonesia,-0.7344864,1,2008q4,2008,585,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2009,IDN,536,Indonesia,2.326456,1,2009q1,2009,588,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2009,IDN,536,Indonesia,1.535263,1,2009q2,2009,591,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2009,IDN,536,Indonesia,1.380568,1,2009q3,2009,594,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2009,IDN,536,Indonesia,2.172981,1,2009q4,2009,597,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2010,IDN,536,Indonesia,1.101465,1,2010q1,2010,600,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2010,IDN,536,Indonesia,0.5839884,1,2010q2,2010,603,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2010,IDN,536,Indonesia,0.7805173,1,2010q3,2010,606,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2010,IDN,536,Indonesia,0.9775051,1,2010q4,2010,609,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2011,IDN,536,Indonesia,1.129839,1,2011q1,2011,612,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2011,IDN,536,Indonesia,-0.0786465,1,2011q2,2011,615,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2011,IDN,536,Indonesia,0.2766483,1,2011q3,2011,618,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2011,IDN,536,Indonesia,-0.5208851,1,2011q4,2011,621,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2012,IDN,536,Indonesia,-1.537043,1,2012q1,2012,624,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2012,IDN,536,Indonesia,-3.671229,1,2012q2,2012,627,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2012,IDN,536,Indonesia,-2.527926,1,2012q3,2012,630,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2012,IDN,536,Indonesia,-2.951509,1,2012q4,2012,633,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2013,IDN,536,Indonesia,-2.627218,1,2013q1,2013,636,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2013,IDN,536,Indonesia,-4.280996,1,2013q2,2013,639,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2013,IDN,536,Indonesia,-4.036844,1,2013q3,2013,642,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2013,IDN,536,Indonesia,-1.708035,1,2013q4,2013,645,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2014,IDN,536,Indonesia,-2.324044,1,2014q1,2014,648,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2014,IDN,536,Indonesia,-4.309683,1,2014q2,2014,651,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2014,IDN,536,Indonesia,-3.274637,1,2014q3,2014,654,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2014,IDN,536,Indonesia,-2.510994,1,2014q4,2014,657,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2015,IDN,536,Indonesia,-2.026282,1,2015q1,2015,660,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2015,IDN,536,Indonesia,-1.825251,1,2015q2,2015,663,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2015,IDN,536,Indonesia,-2.077134,1,2015q3,2015,666,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2015,IDN,536,Indonesia,-2.233556,1,2015q4,2015,669,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2016,IDN,536,Indonesia,-2.237098,1,2016q1,2016,672,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2016,IDN,536,Indonesia,-2.127307,1,2016q2,2016,675,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2016,IDN,536,Indonesia,-2.134605,1,2016q3,2016,678,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2016,IDN,536,Indonesia,-0.8232901,1,2016q4,2016,681,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2017,IDN,536,Indonesia,-0.8021485,1,2017q1,2017,684,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2017,IDN,536,Indonesia,-1.561005,1,2017q2,2017,687,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2017,IDN,536,Indonesia,-1.893732,1,2017q3,2017,690,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2017,IDN,536,Indonesia,-2.049264,1,2017q4,2017,693,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2018,IDN,536,Indonesia,-1.783711,1,2018q1,2018,696,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2018,IDN,536,Indonesia,-2.741345,1,2018q2,2018,699,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
7/1/2018,IDN,536,Indonesia,-3.737972,1,2018q3,2018,702,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
10/1/2018,IDN,536,Indonesia,-3.477285,1,2018q4,2018,705,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1/1/2019,IDN,536,Indonesia,-2.420676,1,2019q1,2019,708,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
4/1/2019,IDN,536,Indonesia,-2.803633,1,2019q2,2019,711,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
