DATASET,SERIES_CODE,OBS_MEASURE,Country,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1
IMF.STA:BOP(20.0.0),CHE.NETCD_T.CAB.USD.Q,OBS_VALUE,Switzerland,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6555.040485735284,7760.755984843331,8214.514756887638,5752.958960573877,6390.182870202645,8502.782773475046,7247.790494944473,7148.024830816793,4572.641226455284,3892.176076805854,3484.985518213204,7153.440374458799,2804.743529534878,4000.628756,6986.088302975326,7465.041264888263,8562.045096,9979.938752542512,8222.287083580431,12310.22760590561,13770.76410254675,13414.13783483984,11763.38620958246,11491.32921670817,14192.40546700148,12989.01075737487,9873.687686470457,10477.31388746574,13312.24591286498,12613.02848860747,14350.45154797841,14857.68906232312,8702.102923706037,13739.97897568817,14719.49992466383,3670.040709979557,1413.744293,10066.72156003179,-2999.971868,-956.0171839,-4446.617139,12113.37239070838,10289.49405932534,14464.93272893245,21254.70562349365,15317.38965631853,20321.23663589477,21156.60153961005,13175.58881868409,16608.25940722067,7765.074753738036,6916.312732126628,9801.595121347687,19574.42221040163,13096.80209779192,18462.95635582569,12077.16828767012,23985.89626,19529.90872086225,12253.38510470694,8914.883392979156,11622.41120218157,8934.377510262993,20419.50503584091,10250.00566247494,17694.40379,20242.27617699267,13443.92664902762,2045.712266945139,15001.88863550869,12619.83585256788,20386.67464383262,2197.536166485079,12895.59739754935,4455.337417937236,17603.82538106074,8961.636322318795,15514.69257835515,5567.149950468283,6597.148284892318,-2874.328038,10094.44569286497,7629.161158812378,10487.32872062895,8551.365147043723,3244.400810357034,11236.35491652849,-20249.12637,18038.39865395117,14230.36921970237,24201.80719303074,1065.106880119986,19860.47973213962,13674.35519242207,25833.97018473865,12955.70756128855,178.6675648608963,13698.09059846678,18077.20555862958,15500.88082706936,10726.32587488094,18994.58464290204,6308.241432708589,11132.67085357517,
IMF.STA:BOP(20.0.0),TLS.NETCD_T.CAB.USD.Q,OBS_VALUE,"Timor-Leste, Democratic Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.5097521,305.7421713,272.9241683,253.7799104,406.871373,439.979,281.0929099,543.436171,749.8143022,572.5850003,513.3400508,510.3063358,712.0930314,691.4616144,322.6732331,1009.787559,790.8087523,599.4302959,512.0567853,487.7399478,489.2086953,309.456836,442.9347422,-135.4414317,172.3373,180.6729,89.4976,-217.6904,11.0162,-93.4389,-113.9617,-336.6907,-66.22958107,-82.6488765,-22.62887962,-167.5729024,-40.10630271,-14.04951577,-47.47932798,-89.51203843,170.8858867,154.8794444,-2.553785199,121.4008529,176.5557528,36.3217068,127.3997813,174.6541252,285.5015733,390.2770365,558.3169009,462.8130779,291.7501081,170.3524707,61.95230303,-115.9956014,-11.07769653,43.07656783,-96.86570673,-112.4696502,-46.94422387,-92.23675992,-168.7423002,-221.8142244,
IMF.STA:BOP(20.0.0),JPN.NETCD_T.CAB.USD.Q,OBS_VALUE,Japan,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20894.21901449315,15444.77476835351,15859.15160864317,16795.98125580541,17216.66511253877,24707.22378438558,24024.20220477232,29507.78858666438,28741.05091360571,27456.29065606187,28870.76660074573,29616.92653043234,26013.33091565882,27652.94412775367,30543.05233436583,29917.10405451913,34216.87636311925,35927.95286,36046.28288038519,24499.36192932781,26946.51840465598,17611.68143203998,21451.58185357711,20210.13906405606,31174.85903,26523.27845,27547.42530820537,23615.73310697216,30218.74888072014,32188.06475,39201.74540464365,37771.96101803428,49387.34619,44151.18590784916,46416.73814142036,42038.47933412151,46181.61311278037,39495.38072460709,43576.76319278947,40868.99305377117,47234.04493730233,36271.63729,46962.42291960402,44204.66420153283,59251.48817070791,46568.52383389097,58237.25882354222,47678.37557415954,61454.12072167772,31663.10912698058,34339.62775531573,14659.07806209253,24276.49161778589,33090.02867,45518.96926524807,42792.22010272351,59982.59208062859,47553.84955386619,63541.58304459329,49809.96146496564,52533.87749209694,22078.10961,42900.78716244007,12083.91013973634,26586.31500601664,14121.89754079495,19945.27579719194,-536.4886469,17245.44787663439,21622.54270165817,17655.67342621404,-10145.12802,-4579.357215,8376.645968887246,18794.24225514425,13759.93823105933,36199.88910994294,32241.77950412307,40825.83468522239,27204.29836772632,52707.26690349944,45288.25735400621,60026.32249066529,39027.54578401054,56097.45321573112,43229.42233034165,65337.15710243995,38504.69443388216,55393.02704419358,46073.00590903145,52147.73189,23654.77043315374,53322.61608314404,39943.84929173846,51104.85707545876,32238.67516935429,48634.34564985166,8299.250959115181,46140.00286701915,46955.32680474438,58886.92913259977,50643.42513,55275.68294225087,31719.03026268982,42101.17690426988,17739.35587734991,16116.77645161381,14252.59570768144,19229.56226090954,41577.31560675226,56897.03819089083,38888.04826587791,43657.51786133083,44296.43200008254,59690.31847997295,46612.72428818136,
IMF.STA:BOP(20.0.0),NLD.NETCD_T.CAB.USD.Q,OBS_VALUE,"Netherlands, The",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.52486183826654,111.0497236765331,241.7127070073792,198.8950274803577,124.3093921752236,172.3756904829767,148.6187844228229,308.5635356882772,161.3259667340679,156.0773479533363,154.6961324847227,288.1215468,75.69060768002502,17.67955799825402,72.92817674279785,26.79558009110375,24.03314915387656,36.88146706067127,230.5486523314518,233.0012925994531,257.1518063031377,537.6299377975971,630.0686215315249,675.9125594996628,633.1328596937567,928.9311698828103,316.6156203356109,1345.267902189601,686.5980110217124,918.7421895244981,782.8852993636435,651.7645554,249.5716103,1069.755228284833,346.9727171329256,727.5454718648211,1140.532323608332,544.3756451954797,672.2594661893785,1229.840311920966,504.6616943945099,17.82218322466303,99.97551624,790.8472172229463,1.798722907545068,-439.9328256,-956.5217396,490.1751915,367.4549420197309,571.6592655171532,-821.595461,232.2020924495035,166.8970460531571,-656.149518,-763.6269702,397.9227629177539,1341.205319285917,327.7304272970764,-57.34227793,2214.387032305729,2579.326052740651,1348.885407173668,152.7677710630616,944.2577444,2188.399630330841,1383.557720346447,448.4325154544965,1068.384605496199,2330.651782081974,1644.504660390176,809.2596716,1595.781733746132,1597.180116017048,874.4967148991525,487.0008319467559,1289.041033156254,2105.971764615594,1922.752771998207,386.0817802,-96.56652361,707.9333483160486,2101.316393,465.4156877,911.8382659441434,2000.141665633685,2226.397369657116,1102.071825390546,1803.346931979022,3138.153482579126,2713.092944306817,1134.736519,3052.860529338449,3067.895620540081,843.8178256956836,1679.322701026714,2497.785651018601,3577.524618652256,1725.632015284361,971.9936896744771,1191.337709329602,2992.647327797485,889.9400473021286,1049.141887,1914.773105119897,1733.069896,2649.373187227506,3231.238273589495,5589.667472056967,4274.070963786958,4124.132583543043,4042.004586226681,4854.011574239137,6955.321618353451,6754.207470938747,6218.091373,5845.109305571159,6948.581430139663,3449.629960531479,5836.987031232792,5267.148809184081,6792.916466960932,5568.298635938032,5727.426200694272,6988.053313562618,2736.594265347209,3910.679925407225,2514.703899778058,3869.067403320423,4425.889971428628,6111.066963076879,1794.097566666723,3350.649101538511,3197.091929,2224.744954838778,-2321.936654,4157.428000000052,2699.482487500005,1039.168631,3213.877476923199,2861.438692063607,4081.434580644947,-860.0131429,3026.019660606016,4784.947649999996,4279.674723809542,7783.272767741628,6658.582787878754,11170.52288,11439.98265,9194.772379364797,8365.729018,15313.90737575772,13762.05964516079,10346.99024000026,7962.425751515072,9498.793776562496,17649.78658461483,14481.12499838714,11960.55091999978,13103.43704127035,18033.66249999999,11283.92099999984,7494.238453845989,13241.72401406249,16296.91830322633,10194.99877499999,9258.899818181653,3211.847957812501,598.0128857142777,13130.23365161272,4774.356572727121,13137.43601076944,10832.31786666639,14279.42666825405,12831.64054,18539.02309393943,23164.15879531248,10387.14882857139,16524.38734545419,15881.26222,16652.69636923106,16494.45069677373,12154.87815076909,20883.25284374999,25741.7011,13463.33060634873,17190.48902424259,17639.65772968749,21685.37943491991,18281.88179,19756.13269090924,20080.61191406251,27942.98271428676,-18728.81655,13524.3339,15418.12661846198,16301.83828064444,9346.681278461661,11476.71068,20867.88129,20900.89880307647,9840.924530645247,15832.53708461549,22371.50595714259,24521.59578571458,13237.45919047645,18958.78378153784,26770.68878,19883.95039999949,8340.101400000001,14923.37927575725,20382.93317,11446.72319,9154.944052,14575.14634696962,17214.71769846209,32514.01784761855,27494.45917777676,24573.23321515184,21359.91762575836,26299.01186,8201.017290476339,9115.007406060553,26060.98731874999,27392.77410153963,26359.09672903312,24241.70141538548,35682.67437,28884.11379682535,24033.41043,27320.24483636476,41586.86542500001,
IMF.STA:BOP(20.0.0),BIH.NETCD_T.CAB.USD.Q,OBS_VALUE,Bosnia and Herzegovina,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.53498817,-157.1144816,-231.8080605,-281.3776063,-233.6739024,-260.2756568,-263.8210844,-432.8856924,-315.5018247,-430.7466849,-428.0555595,-456.7424007,-243.8645712,-475.2829168,-390.3833031,-529.7965612,-252.8697725,-491.059837,-409.6757604,-690.792816,-17.49844437,-305.1970732,-219.5597651,-455.8487893,-180.6045208,-365.1462786,-366.2930218,-538.0893263,-558.9857018,-731.7700801,-752.588177,-600.4909423,-207.2495751,-332.3030706,-240.511972,-355.1908672,-113.6669897,-213.3880317,-384.9732055,-318.6304184,-228.4814684,-508.1801634,-459.6321621,-571.0302876,-320.5119365,-409.4732311,-421.8381705,-334.1463304,-236.0682021,-241.3916446,-208.9036573,-281.8300571,-302.2718013,-429.8151463,-330.5052802,-301.6339993,-147.784662,-281.3039391,-233.1246799,-163.8121555,-197.5746166,-245.5779024,-119.5936799,-241.5218454,-161.2056193,-311.8906691,-174.8231651,-227.8579974,-225.5196817,-125.3186967,-107.0494337,-203.8762961,-205.6255269,-122.0879353,-6.895036842,-197.3082228,-106.1340515,-126.5679133,-194.5339417,-147.0861673,-31.59008592,-185.3297589,0.039184107,-132.3597502,-214.4722597,-388.6703659,-135.9171679,-338.5922433,-190.1335606,-232.6454715,-23.6238718,-192.3659068,-561.2207834,-280.7810886,-71.86332794,-261.9521103,
IMF.STA:BOP(20.0.0),UKR.NETCD_T.CAB.USD.Q,OBS_VALUE,Ukraine,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-678,-512,-114,141,-325,-240,-188,-399,-708,105,-53,-528,-748,-274,-159,-154,-714,-305,-448,171,-329,1569,414,4,-190,407,899,226,220,526,418,160,828,624,760,968,1073,741,669,418,1435,2335,2065,1076,1602,619,399,-86,-769,0,502,-1352,-1079,-616,-321,-3235,-3665,-3321,-2084,-3711,-641,-164,-51,-880,-36,508,-983,-2505,-1600,-1699,-2592,-4342,-1913,-3696,-3947,-4779,-3210,-2267,-6018,-5023,-1269,-759,-1158,-1410,3663,-1395,628,2139,-178,-241,-1242,-205,-993,-237,-1124,-1119,-1957,-284,-2074,-2117,-573,-1274,-3731,1454,2049,1995,554,669,-491,324,-1366,-2349,2249,572,5044,111,-1760,-78,-4298,-3428,-3430,-6113,-1640,-2566,
IMF.STA:BOP(20.0.0),VEN.NETCD_T.CAB.USD.Q,OBS_VALUE,"Venezuela, República Bolivariana de",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262,301,1688,814,1058,506,-115,565,1941,1212,2396,3365,1624,1073,723,312,-1563,-1722,-454,-693,-224,108,940,1288,3147,2690,3030,2986,1922,969,283,-1191,318,1436,3764,2081,586,4048,4015,3147,3712,3478,4019,4310,4797,6245,8154,6251,7325,7338,8904,2895,1770,4518,3795,3381,8374,13803,15700,-6580,-5413,-145,3579,2408,2758,1664,408,755,5427,5405,4079,1431,3384,1621,-156,-2263,727,2185,2659,-967,5284,3615,510,-4490,-5569,-1102,-4154,-5226,-4135,-604,177,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMF.STA:BOP(20.0.0),TKM.NETCD_T.CAB.USD.Q,OBS_VALUE,Turkmenistan,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMF.STA:BOP(20.0.0),CZE.NETCD_T.CAB.USD.Q,OBS_VALUE,Czech Republic,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1747017035658,385.4855365907425,106.4401100331683,-408.7669837,195.3667093612521,-68.82487718,-433.4187669,-512.9984575,-202.4956685,-347.9812891,-89.53665188,-733.5094777,-640.2846283,-876.0812471,-1244.604963,-1366.582182,-1151.305311,-1070.277834,-686.8235851,-713.3193102,-276.9548395,-2.66329236,-141.0568163,-887.6119906,-369.8248199,-186.2423941,-144.2256223,-765.4583266,-477.5866675,-498.7676359,-626.9282458,-1086.472765,-792.3324862,-784.5622824,-895.4881322,-800.190593,-594.6952017,-767.8089232,-1469.163423,-1433.168178,-232.6374124,-1374.591287,-1729.28519,-2448.971204,-235.0956416,-1200.067671,-2003.957767,-1018.090146,386.8376242523026,-1229.254022,-1037.853162,-929.4346662,1112.383167747991,-1578.593543,-1309.536295,-2220.337683,669.1484556315334,-2912.673683,-3524.681333,-3177.412376,1703.563261077771,-3038.009733,-1001.431595,-2072.074565,552.3067742847281,-2492.517261,-1965.706089,-963.8517561,1443.759355620503,-1290.217949,-5526.280358,-1978.465532,1994.469150566168,-4902.280259,-1412.374117,-699.8738966,1328.154933992827,-264.5790711,-2460.38608,-1761.687219,851.5236505669612,-200.4618782,-1489.469998,-267.4821611,4086.494310241565,-1877.391,-1845.880886,94.49744540398788,3869.981658854697,-1823.512805,-1897.9793,696.7674070477809,4956.395980445403,-337.1246398,-674.7522026,-481.9604087,4288.157186,-130.1466324,-1394.708788,234.4912012241779,2825.001209892078,157.7820528732781,-2689.279252,845.1481013030549,2220.032719715843,1468.034831313176,-2169.041451,-604.3377249,2948.417535456675,-506.1910697,3021.564295183385,-980.979071,1756.509272533876,-505.3824096,-5263.153028,-1941.977163,823.6713875859556,-2652.323034,-9082.58648,-2732.995447,1646.066402020931,-1819.541928,-541.1647945,281.9133384012635,4920.114287363447,-288.8249676,-78.13953488,1493.722965071222,
IMF.STA:BOP(20.0.0),MDG.NETCD_T.CAB.USD.Q,OBS_VALUE,"Madagascar, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.0080947,9.7481284,-82.7717026,-203.9179235,-164.5245472,-53.259294,-7.8624975,-173.3529168,-179.0800931,-194.0215003,-224.9698279,-136.1432285,-208.9099405,-129.6110272,-71.81738664,-175.2002741,8.650491617,-250.1560422,-275.0466678,-326.1663974,-409.187505,-342.563974,-472.5568554,-452.7236842,-757.0442755,-506.8462849,-231.3915123,-252.2833827,-415.89313,-204.1303235,-229.3184878,-43.96459368,-332.2577095,-224.2345023,-165.5319905,-55.15347418,-251.6814707,-310.4884603,-176.6849766,-125.2504429,-288.8769547,-134.0757071,-189.0110552,-196.2505021,-147.1825717,4.433240432,30.47194948,30.987889,-48.3817812,-109.2615253,-104.0705786,5.879470431,56.66599807,-135.0058406,-100.6607126,223.8052087,116.757627,-51.14712689,-253.0224111,157.2922021,156.753439,49.08551976,-219.2301035,111.4397591,-81.16877449,-118.9075411,-76.32875636,-24.82115932,22.23638085,-146.0429437,-300.2378457,-199.6086503,-261.4223877,-130.7508661,-270.6850778,-59.0944379,-162.5964121,-111.4102334,-389.9315441,-165.437888,,,,,,,,,
IMF.STA:BOP(20.0.0),AZE.NETCD_T.CAB.USD.Q,OBS_VALUE,"Azerbaijan, Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-222.499,-262.234,-169.811,54.841,-79.014,45.47,100.774,-235.003,-1.467,44.528,-25.063,-69.753,-173.606,-184.95,-160.522,-249.295,-275.988,-453.569,-560.374,-730.923,-738.36,-543.197,-678.421,-629.235,-541.543,-136.492,262.112,583.238,494.804,569.28,897.492,1746.029,1979.312,2017.428,1898.815,3123.33,3683.284,6029.723,5083.461,1656.337,1794.363,2684.995,2605.135,3090.383,3944.827,4209.948,4016.559,2869.102,4824.802,5394.318,4203.634,2722.181,4635.316,3526.748,3356.171,3457.752,4041.725,2319.951,2808.749,3061.312,3332.52,3049.195,2689.209,1137.879,108.259,-44.979,177.265,-463.04,-392.831,-409.06,-311.382,-250.131,380.208,405.386,277.063,621.902,1566.917209,1971.219149,1634.389651,802.455021,1515.632926,1428.617572,919.6544414,329.4484469,627.398586,-60.45223633,-835.9721989,-47.27560749,614.6642315,1227.142064,2043.55838,4317.613652,3952.758,6378.118,7379.751,5767.454,3376.2,1778.426,1519.297,1655.445,1729.752,895.534,1327.59,718.232,
